algorithm,failure_type,n,f,seed,repetition,leader_elected,leader_correct,leader_agreement,values_committed,values_correct,steps,terminated
raft_robust,byz_active,31,0,144,6,true,true,1.0000,1.0000,1.0000,1042,true
raft_robust,byz_active,31,0,161,7,true,true,1.0000,1.0000,1.0000,921,true
raft_robust,byz_active,31,0,178,8,true,true,1.0000,1.0000,1.0000,916,true
raft_robust,byz_active,31,0,195,9,true,true,1.0000,1.0000,1.0000,911,true
bully,byz_active,31,1,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,1,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,42,0,true,true,1.0000,1.0000,1.0000,1720,true
raft,byz_active,31,1,59,1,true,true,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,76,2,true,true,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,93,3,true,true,1.0000,1.0000,1.0000,1570,true
raft,byz_active,31,1,110,4,true,true,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,127,5,true,true,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,144,6,true,true,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,1,161,7,true,true,1.0000,1.0000,1.0000,1508,true
raft,byz_active,31,1,178,8,true,true,1.0000,1.0000,1.0000,1608,true
raft,byz_active,31,1,195,9,true,true,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,1,42,0,true,true,1.0000,1.0000,1.0000,1266,true
raft_robust,byz_active,31,1,59,1,true,true,1.0000,1.0000,1.0000,1180,true
raft_robust,byz_active,31,1,76,2,true,true,1.0000,1.0000,1.0000,1260,true
raft_robust,byz_active,31,1,93,3,true,true,1.0000,1.0000,1.0000,1190,true
raft_robust,byz_active,31,1,110,4,true,true,1.0000,1.0000,1.0000,1347,true
raft_robust,byz_active,31,1,127,5,true,true,1.0000,1.0000,1.0000,1255,true
raft_robust,byz_active,31,1,144,6,true,true,1.0000,1.0000,1.0000,1370,true
raft_robust,byz_active,31,1,161,7,true,true,1.0000,1.0000,1.0000,1267,true
raft_robust,byz_active,31,1,178,8,true,true,1.0000,1.0000,1.0000,1164,true
raft_robust,byz_active,31,1,195,9,true,true,1.0000,1.0000,1.0000,1168,true
bully,byz_active,31,2,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,2,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,2,161,7,true,true,1.0000,1.0000,1.0000,50000,false
raft,byz_active,31,2,178,8,true,true,1.0000,1.0000,1.0000,50000,false
raft,byz_active,31,2,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,2,42,0,true,true,1.0000,1.0000,1.0000,1440,true
raft_robust,byz_active,31,2,59,1,true,true,1.0000,1.0000,1.0000,1430,true
raft_robust,byz_active,31,2,76,2,true,true,1.0000,1.0000,1.0000,1688,true
raft_robust,byz_active,31,2,93,3,true,true,1.0000,1.0000,1.0000,1563,true
raft_robust,byz_active,31,2,110,4,true,true,1.0000,1.0000,1.0000,1650,true
raft_robust,byz_active,31,2,127,5,true,true,1.0000,1.0000,1.0000,1546,true
raft_robust,byz_active,31,2,144,6,true,true,1.0000,1.0000,1.0000,1677,true
raft_robust,byz_active,31,2,161,7,true,true,1.0000,1.0000,1.0000,1429,true
raft_robust,byz_active,31,2,178,8,true,true,1.0000,1.0000,1.0000,1542,true
raft_robust,byz_active,31,2,195,9,true,true,1.0000,1.0000,1.0000,1432,true
bully,byz_active,31,3,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,3,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,3,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,3,42,0,true,true,1.0000,1.0000,1.0000,1985,true
raft_robust,byz_active,31,3,59,1,true,true,1.0000,1.0000,1.0000,1848,true
raft_robust,byz_active,31,3,76,2,true,true,1.0000,1.0000,1.0000,2005,true
raft_robust,byz_active,31,3,93,3,true,true,1.0000,1.0000,1.0000,1842,true
raft_robust,byz_active,31,3,110,4,true,true,1.0000,1.0000,1.0000,1977,true
raft_robust,byz_active,31,3,127,5,true,true,1.0000,1.0000,1.0000,1679,true
raft_robust,byz_active,31,3,144,6,true,true,1.0000,1.0000,1.0000,1836,true
raft_robust,byz_active,31,3,161,7,true,true,1.0000,1.0000,1.0000,1853,true
raft_robust,byz_active,31,3,178,8,true,true,1.0000,1.0000,1.0000,1684,true
raft_robust,byz_active,31,3,195,9,true,true,1.0000,1.0000,1.0000,1832,true
bully,byz_active,31,4,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,4,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,4,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,4,42,0,true,true,1.0000,1.0000,1.0000,2305,true
raft_robust,byz_active,31,4,59,1,true,true,1.0000,1.0000,1.0000,1965,true
raft_robust,byz_active,31,4,76,2,true,true,1.0000,1.0000,1.0000,2326,true
raft_robust,byz_active,31,4,93,3,true,true,1.0000,1.0000,1.0000,2141,true
raft_robust,byz_active,31,4,110,4,true,true,1.0000,1.0000,1.0000,2308,true
raft_robust,byz_active,31,4,127,5,true,true,1.0000,1.0000,1.0000,2134,true
raft_robust,byz_active,31,4,144,6,true,true,1.0000,1.0000,1.0000,2325,true
raft_robust,byz_active,31,4,161,7,true,true,1.0000,1.0000,1.0000,1952,true
raft_robust,byz_active,31,4,178,8,true,true,1.0000,1.0000,1.0000,2131,true
raft_robust,byz_active,31,4,195,9,true,true,1.0000,1.0000,1.0000,2125,true
bully,byz_active,31,5,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,5,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,5,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,5,42,0,true,true,1.0000,1.0000,1.0000,2440,true
raft_robust,byz_active,31,5,59,1,true,true,1.0000,1.0000,1.0000,2399,true
raft_robust,byz_active,31,5,76,2,true,true,1.0000,1.0000,1.0000,2617,true
raft_robust,byz_active,31,5,93,3,true,true,1.0000,1.0000,1.0000,2422,true
raft_robust,byz_active,31,5,110,4,true,true,1.0000,1.0000,1.0000,2421,true
raft_robust,byz_active,31,5,127,5,true,true,1.0000,1.0000,1.0000,2421,true
raft_robust,byz_active,31,5,144,6,true,true,1.0000,1.0000,1.0000,2644,true
raft_robust,byz_active,31,5,161,7,true,true,1.0000,1.0000,1.0000,2426,true
raft_robust,byz_active,31,5,178,8,true,true,1.0000,1.0000,1.0000,2231,true
raft_robust,byz_active,31,5,195,9,true,true,1.0000,1.0000,1.0000,2431,true
bully,byz_active,31,6,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,6,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,6,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,6,42,0,true,true,1.0000,1.0000,1.0000,2956,true
raft_robust,byz_active,31,6,59,1,true,true,1.0000,1.0000,1.0000,2712,true
raft_robust,byz_active,31,6,76,2,true,true,1.0000,1.0000,1.0000,2950,true
raft_robust,byz_active,31,6,93,3,true,true,1.0000,1.0000,1.0000,2720,true
raft_robust,byz_active,31,6,110,4,true,true,1.0000,1.0000,1.0000,2947,true
raft_robust,byz_active,31,6,127,5,true,true,1.0000,1.0000,1.0000,2699,true
raft_robust,byz_active,31,6,144,6,true,true,1.0000,1.0000,1.0000,2967,true
raft_robust,byz_active,31,6,161,7,true,true,1.0000,1.0000,1.0000,2712,true
raft_robust,byz_active,31,6,178,8,true,true,1.0000,1.0000,1.0000,2717,true
raft_robust,byz_active,31,6,195,9,true,true,1.0000,1.0000,1.0000,2704,true
bully,byz_active,31,7,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,7,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,7,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,7,42,0,true,true,1.0000,1.0000,1.0000,3274,true
raft_robust,byz_active,31,7,59,1,true,true,1.0000,1.0000,1.0000,3014,true
raft_robust,byz_active,31,7,76,2,true,true,1.0000,1.0000,1.0000,3270,true
raft_robust,byz_active,31,7,93,3,true,true,1.0000,1.0000,1.0000,2463,true
raft_robust,byz_active,31,7,110,4,true,true,1.0000,1.0000,1.0000,3267,true
raft_robust,byz_active,31,7,127,5,true,true,1.0000,1.0000,1.0000,3006,true
raft_robust,byz_active,31,7,144,6,true,true,1.0000,1.0000,1.0000,3015,true
raft_robust,byz_active,31,7,161,7,true,true,1.0000,1.0000,1.0000,3006,true
raft_robust,byz_active,31,7,178,8,true,true,1.0000,1.0000,1.0000,2993,true
raft_robust,byz_active,31,7,195,9,true,true,1.0000,1.0000,1.0000,2739,true
bully,byz_active,31,8,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,8,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,8,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,8,42,0,true,true,1.0000,1.0000,1.0000,3582,true
raft_robust,byz_active,31,8,59,1,true,true,1.0000,1.0000,1.0000,3294,true
raft_robust,byz_active,31,8,76,2,true,true,1.0000,1.0000,1.0000,3584,true
raft_robust,byz_active,31,8,93,3,true,true,1.0000,1.0000,1.0000,3279,true
raft_robust,byz_active,31,8,110,4,true,true,1.0000,1.0000,1.0000,3593,true
raft_robust,byz_active,31,8,127,5,true,true,1.0000,1.0000,1.0000,3288,true
raft_robust,byz_active,31,8,144,6,true,true,1.0000,1.0000,1.0000,3593,true
raft_robust,byz_active,31,8,161,7,true,true,1.0000,1.0000,1.0000,3301,true
raft_robust,byz_active,31,8,178,8,true,true,1.0000,1.0000,1.0000,3284,true
raft_robust,byz_active,31,8,195,9,true,true,1.0000,1.0000,1.0000,3290,true
bully,byz_active,31,9,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,9,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,9,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,9,42,0,true,true,1.0000,1.0000,1.0000,3911,true
raft_robust,byz_active,31,9,59,1,true,true,1.0000,1.0000,1.0000,3585,true
raft_robust,byz_active,31,9,76,2,true,true,1.0000,1.0000,1.0000,3904,true
raft_robust,byz_active,31,9,93,3,true,true,1.0000,1.0000,1.0000,3997,true
raft_robust,byz_active,31,9,110,4,true,true,1.0000,1.0000,1.0000,3904,true
raft_robust,byz_active,31,9,127,5,true,true,1.0000,1.0000,1.0000,3580,true
raft_robust,byz_active,31,9,144,6,true,true,1.0000,1.0000,1.0000,4726,true
raft_robust,byz_active,31,9,161,7,true,true,1.0000,1.0000,1.0000,3582,true
raft_robust,byz_active,31,9,178,8,true,true,1.0000,1.0000,1.0000,3588,true
raft_robust,byz_active,31,9,195,9,true,true,1.0000,1.0000,1.0000,3572,true
bully,byz_active,31,10,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,10,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,10,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,10,42,0,true,true,1.0000,1.0000,1.0000,4224,true
raft_robust,byz_active,31,10,59,1,true,true,1.0000,1.0000,1.0000,3861,true
raft_robust,byz_active,31,10,76,2,true,true,1.0000,1.0000,1.0000,4668,true
raft_robust,byz_active,31,10,93,3,true,true,1.0000,1.0000,1.0000,3869,true
raft_robust,byz_active,31,10,110,4,true,true,1.0000,1.0000,1.0000,4668,true
raft_robust,byz_active,31,10,127,5,true,true,1.0000,1.0000,1.0000,3870,true
raft_robust,byz_active,31,10,144,6,true,true,1.0000,1.0000,1.0000,4588,true
raft_robust,byz_active,31,10,161,7,true,true,1.0000,1.0000,1.0000,3875,true
raft_robust,byz_active,31,10,178,8,true,true,1.0000,1.0000,1.0000,3522,true
raft_robust,byz_active,31,10,195,9,true,true,1.0000,1.0000,1.0000,3867,true
bully,byz_active,31,11,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,11,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,11,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,11,42,0,true,true,1.0000,1.0000,1.0000,4545,true
raft_robust,byz_active,31,11,59,1,true,true,1.0000,1.0000,1.0000,4161,true
raft_robust,byz_active,31,11,76,2,true,true,1.0000,1.0000,1.0000,5019,true
raft_robust,byz_active,31,11,93,3,true,true,1.0000,1.0000,1.0000,4176,true
raft_robust,byz_active,31,11,110,4,true,true,1.0000,1.0000,1.0000,4545,true
raft_robust,byz_active,31,11,127,5,true,true,1.0000,1.0000,1.0000,4163,true
raft_robust,byz_active,31,11,144,6,true,true,1.0000,1.0000,1.0000,4547,true
raft_robust,byz_active,31,11,161,7,true,true,1.0000,1.0000,1.0000,3787,true
raft_robust,byz_active,31,11,178,8,true,true,1.0000,1.0000,1.0000,4558,true
raft_robust,byz_active,31,11,195,9,true,true,1.0000,1.0000,1.0000,4156,true
bully,byz_active,31,12,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,127,5,true,false,1.0000,0.0000,0.0000,50000,false
