algorithm,failure_type,n,f,seed,repetition,leader_elected,leader_correct,leader_agreement,values_committed,values_correct,steps,terminated
bully,crash_permanent,31,0,42,0,true,true,1.0000,1.0000,1.0000,2020,true
bully,crash_permanent,31,0,59,1,true,true,1.0000,1.0000,1.0000,1837,true
bully,crash_permanent,31,0,76,2,true,true,1.0000,1.0000,1.0000,1930,true
bully,crash_permanent,31,0,93,3,true,true,1.0000,1.0000,1.0000,1941,true
bully,crash_permanent,31,0,110,4,true,true,1.0000,1.0000,1.0000,1889,true
bully,crash_permanent,31,0,127,5,true,true,1.0000,1.0000,1.0000,1781,true
bully,crash_permanent,31,0,144,6,true,true,1.0000,1.0000,1.0000,1920,true
bully,crash_permanent,31,0,161,7,true,true,1.0000,1.0000,1.0000,1731,true
bully,crash_permanent,31,0,178,8,true,true,1.0000,1.0000,1.0000,1782,true
bully,crash_permanent,31,0,195,9,true,true,1.0000,1.0000,1.0000,1772,true
raft,crash_permanent,31,0,42,0,true,true,1.0000,1.0000,1.0000,986,true
raft,crash_permanent,31,0,59,1,true,true,1.0000,1.0000,1.0000,978,true
raft,crash_permanent,31,0,76,2,true,true,1.0000,1.0000,1.0000,1038,true
raft,crash_permanent,31,0,93,3,true,true,1.0000,1.0000,1.0000,917,true
raft,crash_permanent,31,0,110,4,true,true,1.0000,1.0000,1.0000,1026,true
raft,crash_permanent,31,0,127,5,true,true,1.0000,1.0000,1.0000,969,true
raft,crash_permanent,31,0,144,6,true,true,1.0000,1.0000,1.0000,1042,true
raft,crash_permanent,31,0,161,7,true,true,1.0000,1.0000,1.0000,921,true
raft,crash_permanent,31,0,178,8,true,true,1.0000,1.0000,1.0000,916,true
raft,crash_permanent,31,0,195,9,true,true,1.0000,1.0000,1.0000,911,true
raft_robust,crash_permanent,31,0,42,0,true,true,1.0000,1.0000,1.0000,986,true
raft_robust,crash_permanent,31,0,59,1,true,true,1.0000,1.0000,1.0000,978,true
raft_robust,crash_permanent,31,0,76,2,true,true,1.0000,1.0000,1.0000,1038,true
raft_robust,crash_permanent,31,0,93,3,true,true,1.0000,1.0000,1.0000,917,true
raft_robust,crash_permanent,31,0,110,4,true,true,1.0000,1.0000,1.0000,1026,true
raft_robust,crash_permanent,31,0,127,5,true,true,1.0000,1.0000,1.0000,969,true
raft_robust,crash_permanent,31,0,144,6,true,true,1.0000,1.0000,1.0000,1042,true
raft_robust,crash_permanent,31,0,161,7,true,true,1.0000,1.0000,1.0000,921,true
raft_robust,crash_permanent,31,0,178,8,true,true,1.0000,1.0000,1.0000,916,true
raft_robust,crash_permanent,31,0,195,9,true,true,1.0000,1.0000,1.0000,911,true
bully,crash_permanent,31,1,42,0,true,true,1.0000,1.0000,1.0000,4839,true
bully,crash_permanent,31,1,59,1,true,true,1.0000,1.0000,1.0000,4442,true
bully,crash_permanent,31,1,76,2,true,true,1.0000,1.0000,1.0000,4166,true
bully,crash_permanent,31,1,93,3,true,true,1.0000,1.0000,1.0000,4571,true
bully,crash_permanent,31,1,110,4,true,true,1.0000,1.0000,1.0000,4687,true
bully,crash_permanent,31,1,127,5,true,true,1.0000,1.0000,1.0000,4374,true
bully,crash_permanent,31,1,144,6,true,true,1.0000,1.0000,1.0000,4691,true
bully,crash_permanent,31,1,161,7,true,true,1.0000,1.0000,1.0000,4568,true
bully,crash_permanent,31,1,178,8,true,true,1.0000,1.0000,1.0000,4362,true
bully,crash_permanent,31,1,195,9,true,true,1.0000,1.0000,1.0000,4554,true
raft,crash_permanent,31,1,42,0,true,true,1.0000,1.0000,1.0000,965,true
raft,crash_permanent,31,1,59,1,true,true,1.0000,1.0000,1.0000,962,true
raft,crash_permanent,31,1,76,2,true,true,1.0000,1.0000,1.0000,1015,true
raft,crash_permanent,31,1,93,3,true,true,1.0000,1.0000,1.0000,955,true
raft,crash_permanent,31,1,110,4,true,true,1.0000,1.0000,1.0000,1012,true
raft,crash_permanent,31,1,127,5,true,true,1.0000,1.0000,1.0000,890,true
raft,crash_permanent,31,1,144,6,true,true,1.0000,1.0000,1.0000,1029,true
raft,crash_permanent,31,1,161,7,true,true,1.0000,1.0000,1.0000,905,true
raft,crash_permanent,31,1,178,8,true,true,1.0000,1.0000,1.0000,897,true
raft,crash_permanent,31,1,195,9,true,true,1.0000,1.0000,1.0000,897,true
raft_robust,crash_permanent,31,1,42,0,true,true,1.0000,1.0000,1.0000,965,true
raft_robust,crash_permanent,31,1,59,1,true,true,1.0000,1.0000,1.0000,962,true
raft_robust,crash_permanent,31,1,76,2,true,true,1.0000,1.0000,1.0000,1015,true
raft_robust,crash_permanent,31,1,93,3,true,true,1.0000,1.0000,1.0000,955,true
raft_robust,crash_permanent,31,1,110,4,true,true,1.0000,1.0000,1.0000,1012,true
raft_robust,crash_permanent,31,1,127,5,true,true,1.0000,1.0000,1.0000,890,true
raft_robust,crash_permanent,31,1,144,6,true,true,1.0000,1.0000,1.0000,1029,true
raft_robust,crash_permanent,31,1,161,7,true,true,1.0000,1.0000,1.0000,905,true
raft_robust,crash_permanent,31,1,178,8,true,true,1.0000,1.0000,1.0000,897,true
raft_robust,crash_permanent,31,1,195,9,true,true,1.0000,1.0000,1.0000,897,true
bully,crash_permanent,31,2,42,0,true,true,1.0000,1.0000,1.0000,3979,true
bully,crash_permanent,31,2,59,1,true,true,1.0000,1.0000,1.0000,4013,true
bully,crash_permanent,31,2,76,2,true,true,1.0000,1.0000,1.0000,4417,true
bully,crash_permanent,31,2,93,3,true,true,1.0000,1.0000,1.0000,4606,true
bully,crash_permanent,31,2,110,4,true,true,1.0000,1.0000,1.0000,4537,true
bully,crash_permanent,31,2,127,5,true,true,1.0000,1.0000,1.0000,4293,true
bully,crash_permanent,31,2,144,6,true,true,1.0000,1.0000,1.0000,4550,true
bully,crash_permanent,31,2,161,7,true,true,1.0000,1.0000,1.0000,4601,true
bully,crash_permanent,31,2,178,8,true,true,1.0000,1.0000,1.0000,4598,true
bully,crash_permanent,31,2,195,9,true,true,1.0000,1.0000,1.0000,4510,true
raft,crash_permanent,31,2,42,0,true,true,1.0000,1.0000,1.0000,1018,true
raft,crash_permanent,31,2,59,1,true,true,1.0000,1.0000,1.0000,955,true
raft,crash_permanent,31,2,76,2,true,true,1.0000,1.0000,1.0000,1007,true
raft,crash_permanent,31,2,93,3,true,true,1.0000,1.0000,1.0000,887,true
raft,crash_permanent,31,2,110,4,true,true,1.0000,1.0000,1.0000,925,true
raft,crash_permanent,31,2,127,5,true,true,1.0000,1.0000,1.0000,874,true
raft,crash_permanent,31,2,144,6,true,true,1.0000,1.0000,1.0000,952,true
raft,crash_permanent,31,2,161,7,true,true,1.0000,1.0000,1.0000,942,true
raft,crash_permanent,31,2,178,8,true,true,1.0000,1.0000,1.0000,878,true
raft,crash_permanent,31,2,195,9,true,true,1.0000,1.0000,1.0000,868,true
raft_robust,crash_permanent,31,2,42,0,true,true,1.0000,1.0000,1.0000,1018,true
raft_robust,crash_permanent,31,2,59,1,true,true,1.0000,1.0000,1.0000,955,true
raft_robust,crash_permanent,31,2,76,2,true,true,1.0000,1.0000,1.0000,1007,true
raft_robust,crash_permanent,31,2,93,3,true,true,1.0000,1.0000,1.0000,887,true
raft_robust,crash_permanent,31,2,110,4,true,true,1.0000,1.0000,1.0000,925,true
raft_robust,crash_permanent,31,2,127,5,true,true,1.0000,1.0000,1.0000,874,true
raft_robust,crash_permanent,31,2,144,6,true,true,1.0000,1.0000,1.0000,952,true
raft_robust,crash_permanent,31,2,161,7,true,true,1.0000,1.0000,1.0000,942,true
raft_robust,crash_permanent,31,2,178,8,true,true,1.0000,1.0000,1.0000,878,true
raft_robust,crash_permanent,31,2,195,9,true,true,1.0000,1.0000,1.0000,868,true
bully,crash_permanent,31,3,42,0,true,true,1.0000,1.0000,1.0000,4416,true
bully,crash_permanent,31,3,59,1,true,true,1.0000,1.0000,1.0000,3797,true
bully,crash_permanent,31,3,76,2,true,true,1.0000,1.0000,1.0000,4526,true
bully,crash_permanent,31,3,93,3,true,true,1.0000,1.0000,1.0000,4188,true
bully,crash_permanent,31,3,110,4,true,true,1.0000,1.0000,1.0000,4279,true
bully,crash_permanent,31,3,127,5,true,true,1.0000,1.0000,1.0000,4528,true
bully,crash_permanent,31,3,144,6,true,true,1.0000,1.0000,1.0000,4167,true
bully,crash_permanent,31,3,161,7,true,true,1.0000,1.0000,1.0000,4406,true
bully,crash_permanent,31,3,178,8,true,true,1.0000,1.0000,1.0000,4014,true
bully,crash_permanent,31,3,195,9,true,true,1.0000,1.0000,1.0000,4399,true
raft,crash_permanent,31,3,42,0,true,true,1.0000,1.0000,1.0000,994,true
raft,crash_permanent,31,3,59,1,true,true,1.0000,1.0000,1.0000,933,true
raft,crash_permanent,31,3,76,2,true,true,1.0000,1.0000,1.0000,924,true
raft,crash_permanent,31,3,93,3,true,true,1.0000,1.0000,1.0000,926,true
raft,crash_permanent,31,3,110,4,true,true,1.0000,1.0000,1.0000,966,true
raft,crash_permanent,31,3,127,5,true,true,1.0000,1.0000,1.0000,850,true
raft,crash_permanent,31,3,144,6,true,true,1.0000,1.0000,1.0000,992,true
raft,crash_permanent,31,3,161,7,true,true,1.0000,1.0000,1.0000,926,true
raft,crash_permanent,31,3,178,8,true,true,1.0000,1.0000,1.0000,856,true
raft,crash_permanent,31,3,195,9,true,true,1.0000,1.0000,1.0000,856,true
raft_robust,crash_permanent,31,3,42,0,true,true,1.0000,1.0000,1.0000,994,true
raft_robust,crash_permanent,31,3,59,1,true,true,1.0000,1.0000,1.0000,933,true
raft_robust,crash_permanent,31,3,76,2,true,true,1.0000,1.0000,1.0000,924,true
raft_robust,crash_permanent,31,3,93,3,true,true,1.0000,1.0000,1.0000,926,true
raft_robust,crash_permanent,31,3,110,4,true,true,1.0000,1.0000,1.0000,966,true
raft_robust,crash_permanent,31,3,127,5,true,true,1.0000,1.0000,1.0000,850,true
raft_robust,crash_permanent,31,3,144,6,true,true,1.0000,1.0000,1.0000,992,true
raft_robust,crash_permanent,31,3,161,7,true,true,1.0000,1.0000,1.0000,926,true
raft_robust,crash_permanent,31,3,178,8,true,true,1.0000,1.0000,1.0000,856,true
raft_robust,crash_permanent,31,3,195,9,true,true,1.0000,1.0000,1.0000,856,true
bully,crash_permanent,31,4,42,0,true,true,1.0000,1.0000,1.0000,3985,true
bully,crash_permanent,31,4,59,1,true,true,1.0000,1.0000,1.0000,4287,true
bully,crash_permanent,31,4,76,2,true,true,1.0000,1.0000,1.0000,4300,true
bully,crash_permanent,31,4,93,3,true,true,1.0000,1.0000,1.0000,4491,true
bully,crash_permanent,31,4,110,4,true,true,1.0000,1.0000,1.0000,4214,true
bully,crash_permanent,31,4,127,5,true,true,1.0000,1.0000,1.0000,4296,true
bully,crash_permanent,31,4,144,6,true,true,1.0000,1.0000,1.0000,4330,true
bully,crash_permanent,31,4,161,7,true,true,1.0000,1.0000,1.0000,4168,true
bully,crash_permanent,31,4,178,8,true,true,1.0000,1.0000,1.0000,4266,true
bully,crash_permanent,31,4,195,9,true,true,1.0000,1.0000,1.0000,4339,true
raft,crash_permanent,31,4,42,0,true,true,1.0000,1.0000,1.0000,971,true
raft,crash_permanent,31,4,59,1,true,true,1.0000,1.0000,1.0000,918,true
raft,crash_permanent,31,4,76,2,true,true,1.0000,1.0000,1.0000,966,true
raft,crash_permanent,31,4,93,3,true,true,1.0000,1.0000,1.0000,908,true
raft,crash_permanent,31,4,110,4,true,true,1.0000,1.0000,1.0000,900,true
raft,crash_permanent,31,4,127,5,true,true,1.0000,1.0000,1.0000,893,true
raft,crash_permanent,31,4,144,6,true,true,1.0000,1.0000,1.0000,971,true
raft,crash_permanent,31,4,161,7,true,true,1.0000,1.0000,1.0000,907,true
raft,crash_permanent,31,4,178,8,true,true,1.0000,1.0000,1.0000,901,true
raft,crash_permanent,31,4,195,9,true,true,1.0000,1.0000,1.0000,839,true
raft_robust,crash_permanent,31,4,42,0,true,true,1.0000,1.0000,1.0000,971,true
raft_robust,crash_permanent,31,4,59,1,true,true,1.0000,1.0000,1.0000,918,true
raft_robust,crash_permanent,31,4,76,2,true,true,1.0000,1.0000,1.0000,966,true
raft_robust,crash_permanent,31,4,93,3,true,true,1.0000,1.0000,1.0000,908,true
raft_robust,crash_permanent,31,4,110,4,true,true,1.0000,1.0000,1.0000,900,true
raft_robust,crash_permanent,31,4,127,5,true,true,1.0000,1.0000,1.0000,893,true
raft_robust,crash_permanent,31,4,144,6,true,true,1.0000,1.0000,1.0000,971,true
raft_robust,crash_permanent,31,4,161,7,true,true,1.0000,1.0000,1.0000,907,true
raft_robust,crash_permanent,31,4,178,8,true,true,1.0000,1.0000,1.0000,901,true
raft_robust,crash_permanent,31,4,195,9,true,true,1.0000,1.0000,1.0000,839,true
bully,crash_permanent,31,5,42,0,true,true,1.0000,1.0000,1.0000,4198,true
bully,crash_permanent,31,5,59,1,true,true,1.0000,1.0000,1.0000,3930,true
bully,crash_permanent,31,5,76,2,true,true,1.0000,1.0000,1.0000,3903,true
bully,crash_permanent,31,5,93,3,true,true,1.0000,1.0000,1.0000,4146,true
bully,crash_permanent,31,5,110,4,true,true,1.0000,1.0000,1.0000,4129,true
bully,crash_permanent,31,5,127,5,true,true,1.0000,1.0000,1.0000,4073,true
bully,crash_permanent,31,5,144,6,true,true,1.0000,1.0000,1.0000,4222,true
bully,crash_permanent,31,5,161,7,true,true,1.0000,1.0000,1.0000,4059,true
bully,crash_permanent,31,5,178,8,true,true,1.0000,1.0000,1.0000,4101,true
bully,crash_permanent,31,5,195,9,true,true,1.0000,1.0000,1.0000,4016,true
raft,crash_permanent,31,5,42,0,true,true,1.0000,1.0000,1.0000,956,true
raft,crash_permanent,31,5,59,1,true,true,1.0000,1.0000,1.0000,885,true
raft,crash_permanent,31,5,76,2,true,true,1.0000,1.0000,1.0000,945,true
raft,crash_permanent,31,5,93,3,true,true,1.0000,1.0000,1.0000,898,true
raft,crash_permanent,31,5,110,4,true,true,1.0000,1.0000,1.0000,823,true
raft,crash_permanent,31,5,127,5,true,true,1.0000,1.0000,1.0000,881,true
raft,crash_permanent,31,5,144,6,true,true,1.0000,1.0000,1.0000,950,true
raft,crash_permanent,31,5,161,7,true,true,1.0000,1.0000,1.0000,882,true
raft,crash_permanent,31,5,178,8,true,true,1.0000,1.0000,1.0000,880,true
raft,crash_permanent,31,5,195,9,true,true,1.0000,1.0000,1.0000,816,true
raft_robust,crash_permanent,31,5,42,0,true,true,1.0000,1.0000,1.0000,956,true
raft_robust,crash_permanent,31,5,59,1,true,true,1.0000,1.0000,1.0000,885,true
raft_robust,crash_permanent,31,5,76,2,true,true,1.0000,1.0000,1.0000,945,true
raft_robust,crash_permanent,31,5,93,3,true,true,1.0000,1.0000,1.0000,898,true
raft_robust,crash_permanent,31,5,110,4,true,true,1.0000,1.0000,1.0000,823,true
raft_robust,crash_permanent,31,5,127,5,true,true,1.0000,1.0000,1.0000,881,true
raft_robust,crash_permanent,31,5,144,6,true,true,1.0000,1.0000,1.0000,950,true
raft_robust,crash_permanent,31,5,161,7,true,true,1.0000,1.0000,1.0000,882,true
raft_robust,crash_permanent,31,5,178,8,true,true,1.0000,1.0000,1.0000,880,true
raft_robust,crash_permanent,31,5,195,9,true,true,1.0000,1.0000,1.0000,816,true
bully,crash_permanent,31,6,42,0,true,true,1.0000,1.0000,1.0000,3887,true
bully,crash_permanent,31,6,59,1,true,true,1.0000,1.0000,1.0000,3951,true
bully,crash_permanent,31,6,76,2,true,true,1.0000,1.0000,1.0000,3744,true
bully,crash_permanent,31,6,93,3,true,true,1.0000,1.0000,1.0000,3762,true
bully,crash_permanent,31,6,110,4,true,true,1.0000,1.0000,1.0000,4059,true
bully,crash_permanent,31,6,127,5,true,true,1.0000,1.0000,1.0000,4044,true
bully,crash_permanent,31,6,144,6,true,true,1.0000,1.0000,1.0000,3893,true
bully,crash_permanent,31,6,161,7,true,true,1.0000,1.0000,1.0000,4104,true
bully,crash_permanent,31,6,178,8,true,true,1.0000,1.0000,1.0000,3745,true
bully,crash_permanent,31,6,195,9,true,true,1.0000,1.0000,1.0000,4057,true
raft,crash_permanent,31,6,42,0,true,true,1.0000,1.0000,1.0000,940,true
raft,crash_permanent,31,6,59,1,true,true,1.0000,1.0000,1.0000,818,true
raft,crash_permanent,31,6,76,2,true,true,1.0000,1.0000,1.0000,879,true
raft,crash_permanent,31,6,93,3,true,true,1.0000,1.0000,1.0000,877,true
raft,crash_permanent,31,6,110,4,true,true,1.0000,1.0000,1.0000,926,true
raft,crash_permanent,31,6,127,5,true,true,1.0000,1.0000,1.0000,861,true
raft,crash_permanent,31,6,144,6,true,true,1.0000,1.0000,1.0000,934,true
raft,crash_permanent,31,6,161,7,true,true,1.0000,1.0000,1.0000,859,true
raft,crash_permanent,31,6,178,8,true,true,1.0000,1.0000,1.0000,856,true
raft,crash_permanent,31,6,195,9,true,true,1.0000,1.0000,1.0000,869,true
raft_robust,crash_permanent,31,6,42,0,true,true,1.0000,1.0000,1.0000,940,true
raft_robust,crash_permanent,31,6,59,1,true,true,1.0000,1.0000,1.0000,818,true
raft_robust,crash_permanent,31,6,76,2,true,true,1.0000,1.0000,1.0000,879,true
raft_robust,crash_permanent,31,6,93,3,true,true,1.0000,1.0000,1.0000,877,true
raft_robust,crash_permanent,31,6,110,4,true,true,1.0000,1.0000,1.0000,926,true
raft_robust,crash_permanent,31,6,127,5,true,true,1.0000,1.0000,1.0000,861,true
raft_robust,crash_permanent,31,6,144,6,true,true,1.0000,1.0000,1.0000,934,true
raft_robust,crash_permanent,31,6,161,7,true,true,1.0000,1.0000,1.0000,859,true
raft_robust,crash_permanent,31,6,178,8,true,true,1.0000,1.0000,1.0000,856,true
raft_robust,crash_permanent,31,6,195,9,true,true,1.0000,1.0000,1.0000,869,true
bully,crash_permanent,31,7,42,0,true,true,1.0000,1.0000,1.0000,3430,true
bully,crash_permanent,31,7,59,1,true,true,1.0000,1.0000,1.0000,3856,true
bully,crash_permanent,31,7,76,2,true,true,1.0000,1.0000,1.0000,3919,true
bully,crash_permanent,31,7,93,3,true,true,1.0000,1.0000,1.0000,3892,true
bully,crash_permanent,31,7,110,4,true,true,1.0000,1.0000,1.0000,3772,true
bully,crash_permanent,31,7,127,5,true,true,1.0000,1.0000,1.0000,3909,true
bully,crash_permanent,31,7,144,6,true,true,1.0000,1.0000,1.0000,3846,true
bully,crash_permanent,31,7,161,7,true,true,1.0000,1.0000,1.0000,3845,true
bully,crash_permanent,31,7,178,8,true,true,1.0000,1.0000,1.0000,3826,true
bully,crash_permanent,31,7,195,9,true,true,1.0000,1.0000,1.0000,3819,true
raft,crash_permanent,31,7,42,0,true,true,1.0000,1.0000,1.0000,928,true
raft,crash_permanent,31,7,59,1,true,true,1.0000,1.0000,1.0000,845,true
raft,crash_permanent,31,7,76,2,true,true,1.0000,1.0000,1.0000,913,true
raft,crash_permanent,31,7,93,3,true,true,1.0000,1.0000,1.0000,856,true
raft,crash_permanent,31,7,110,4,true,true,1.0000,1.0000,1.0000,908,true
raft,crash_permanent,31,7,127,5,true,true,1.0000,1.0000,1.0000,837,true
raft,crash_permanent,31,7,144,6,true,true,1.0000,1.0000,1.0000,924,true
raft,crash_permanent,31,7,161,7,true,true,1.0000,1.0000,1.0000,852,true
raft,crash_permanent,31,7,178,8,true,true,1.0000,1.0000,1.0000,850,true
raft,crash_permanent,31,7,195,9,true,true,1.0000,1.0000,1.0000,861,true
raft_robust,crash_permanent,31,7,42,0,true,true,1.0000,1.0000,1.0000,928,true
raft_robust,crash_permanent,31,7,59,1,true,true,1.0000,1.0000,1.0000,845,true
raft_robust,crash_permanent,31,7,76,2,true,true,1.0000,1.0000,1.0000,913,true
raft_robust,crash_permanent,31,7,93,3,true,true,1.0000,1.0000,1.0000,856,true
raft_robust,crash_permanent,31,7,110,4,true,true,1.0000,1.0000,1.0000,908,true
raft_robust,crash_permanent,31,7,127,5,true,true,1.0000,1.0000,1.0000,837,true
raft_robust,crash_permanent,31,7,144,6,true,true,1.0000,1.0000,1.0000,924,true
raft_robust,crash_permanent,31,7,161,7,true,true,1.0000,1.0000,1.0000,852,true
raft_robust,crash_permanent,31,7,178,8,true,true,1.0000,1.0000,1.0000,850,true
raft_robust,crash_permanent,31,7,195,9,true,true,1.0000,1.0000,1.0000,861,true
bully,crash_permanent,31,8,42,0,true,true,1.0000,1.0000,1.0000,3294,true
bully,crash_permanent,31,8,59,1,true,true,1.0000,1.0000,1.0000,3617,true
bully,crash_permanent,31,8,76,2,true,true,1.0000,1.0000,1.0000,3809,true
bully,crash_permanent,31,8,93,3,true,true,1.0000,1.0000,1.0000,3817,true
bully,crash_permanent,31,8,110,4,true,true,1.0000,1.0000,1.0000,3562,true
bully,crash_permanent,31,8,127,5,true,true,1.0000,1.0000,1.0000,3822,true
bully,crash_permanent,31,8,144,6,true,true,1.0000,1.0000,1.0000,3644,true
bully,crash_permanent,31,8,161,7,true,true,1.0000,1.0000,1.0000,3718,true
bully,crash_permanent,31,8,178,8,true,true,1.0000,1.0000,1.0000,3788,true
bully,crash_permanent,31,8,195,9,true,true,1.0000,1.0000,1.0000,3809,true
raft,crash_permanent,31,8,42,0,true,true,1.0000,1.0000,1.0000,892,true
raft,crash_permanent,31,8,59,1,true,true,1.0000,1.0000,1.0000,836,true
raft,crash_permanent,31,8,76,2,true,true,1.0000,1.0000,1.0000,844,true
raft,crash_permanent,31,8,93,3,true,true,1.0000,1.0000,1.0000,827,true
raft,crash_permanent,31,8,110,4,true,true,1.0000,1.0000,1.0000,898,true
raft,crash_permanent,31,8,127,5,true,true,1.0000,1.0000,1.0000,822,true
raft,crash_permanent,31,8,144,6,true,true,1.0000,1.0000,1.0000,910,true
raft,crash_permanent,31,8,161,7,true,true,1.0000,1.0000,1.0000,797,true
raft,crash_permanent,31,8,178,8,true,true,1.0000,1.0000,1.0000,835,true
raft,crash_permanent,31,8,195,9,true,true,1.0000,1.0000,1.0000,732,true
raft_robust,crash_permanent,31,8,42,0,true,true,1.0000,1.0000,1.0000,892,true
raft_robust,crash_permanent,31,8,59,1,true,true,1.0000,1.0000,1.0000,836,true
raft_robust,crash_permanent,31,8,76,2,true,true,1.0000,1.0000,1.0000,844,true
raft_robust,crash_permanent,31,8,93,3,true,true,1.0000,1.0000,1.0000,827,true
raft_robust,crash_permanent,31,8,110,4,true,true,1.0000,1.0000,1.0000,898,true
raft_robust,crash_permanent,31,8,127,5,true,true,1.0000,1.0000,1.0000,822,true
raft_robust,crash_permanent,31,8,144,6,true,true,1.0000,1.0000,1.0000,910,true
raft_robust,crash_permanent,31,8,161,7,true,true,1.0000,1.0000,1.0000,797,true
raft_robust,crash_permanent,31,8,178,8,true,true,1.0000,1.0000,1.0000,835,true
raft_robust,crash_permanent,31,8,195,9,true,true,1.0000,1.0000,1.0000,732,true
bully,crash_permanent,31,9,42,0,true,true,1.0000,1.0000,1.0000,3754,true
bully,crash_permanent,31,9,59,1,true,true,1.0000,1.0000,1.0000,3763,true
bully,crash_permanent,31,9,76,2,true,true,1.0000,1.0000,1.0000,3574,true
bully,crash_permanent,31,9,93,3,true,true,1.0000,1.0000,1.0000,3723,true
bully,crash_permanent,31,9,110,4,true,true,1.0000,1.0000,1.0000,3723,true
bully,crash_permanent,31,9,127,5,true,true,1.0000,1.0000,1.0000,3685,true
bully,crash_permanent,31,9,144,6,true,true,1.0000,1.0000,1.0000,3579,true
bully,crash_permanent,31,9,161,7,true,true,1.0000,1.0000,1.0000,3608,true
bully,crash_permanent,31,9,178,8,true,true,1.0000,1.0000,1.0000,3505,true
bully,crash_permanent,31,9,195,9,true,true,1.0000,1.0000,1.0000,3635,true
raft,crash_permanent,31,9,42,0,true,true,1.0000,1.0000,1.0000,873,true
raft,crash_permanent,31,9,59,1,true,true,1.0000,1.0000,1.0000,821,true
raft,crash_permanent,31,9,76,2,true,true,1.0000,1.0000,1.0000,872,true
raft,crash_permanent,31,9,93,3,true,true,1.0000,1.0000,1.0000,825,true
raft,crash_permanent,31,9,110,4,true,true,1.0000,1.0000,1.0000,875,true
raft,crash_permanent,31,9,127,5,true,true,1.0000,1.0000,1.0000,806,true
raft,crash_permanent,31,9,144,6,true,true,1.0000,1.0000,1.0000,884,true
raft,crash_permanent,31,9,161,7,true,true,1.0000,1.0000,1.0000,819,true
raft,crash_permanent,31,9,178,8,true,true,1.0000,1.0000,1.0000,827,true
raft,crash_permanent,31,9,195,9,true,true,1.0000,1.0000,1.0000,768,true
raft_robust,crash_permanent,31,9,42,0,true,true,1.0000,1.0000,1.0000,873,true
raft_robust,crash_permanent,31,9,59,1,true,true,1.0000,1.0000,1.0000,821,true
raft_robust,crash_permanent,31,9,76,2,true,true,1.0000,1.0000,1.0000,872,true
raft_robust,crash_permanent,31,9,93,3,true,true,1.0000,1.0000,1.0000,825,true
raft_robust,crash_permanent,31,9,110,4,true,true,1.0000,1.0000,1.0000,875,true
raft_robust,crash_permanent,31,9,127,5,true,true,1.0000,1.0000,1.0000,806,true
raft_robust,crash_permanent,31,9,144,6,true,true,1.0000,1.0000,1.0000,884,true
raft_robust,crash_permanent,31,9,161,7,true,true,1.0000,1.0000,1.0000,819,true
raft_robust,crash_permanent,31,9,178,8,true,true,1.0000,1.0000,1.0000,827,true
raft_robust,crash_permanent,31,9,195,9,true,true,1.0000,1.0000,1.0000,768,true
bully,crash_permanent,31,10,42,0,true,true,1.0000,1.0000,1.0000,3425,true
bully,crash_permanent,31,10,59,1,true,true,1.0000,1.0000,1.0000,3519,true
bully,crash_permanent,31,10,76,2,true,true,1.0000,1.0000,1.0000,3387,true
bully,crash_permanent,31,10,93,3,true,true,1.0000,1.0000,1.0000,3686,true
bully,crash_permanent,31,10,110,4,true,true,1.0000,1.0000,1.0000,3103,true
bully,crash_permanent,31,10,127,5,true,true,1.0000,1.0000,1.0000,3296,true
bully,crash_permanent,31,10,144,6,true,true,1.0000,1.0000,1.0000,3586,true
bully,crash_permanent,31,10,161,7,true,true,1.0000,1.0000,1.0000,3596,true
bully,crash_permanent,31,10,178,8,true,true,1.0000,1.0000,1.0000,3458,true
bully,crash_permanent,31,10,195,9,true,true,1.0000,1.0000,1.0000,3448,true
raft,crash_permanent,31,10,42,0,true,true,1.0000,1.0000,1.0000,968,true
raft,crash_permanent,31,10,59,1,true,true,1.0000,1.0000,1.0000,804,true
raft,crash_permanent,31,10,76,2,true,true,1.0000,1.0000,1.0000,856,true
raft,crash_permanent,31,10,93,3,true,true,1.0000,1.0000,1.0000,811,true
raft,crash_permanent,31,10,110,4,true,true,1.0000,1.0000,1.0000,952,true
raft,crash_permanent,31,10,127,5,true,true,1.0000,1.0000,1.0000,743,true
raft,crash_permanent,31,10,144,6,true,true,1.0000,1.0000,1.0000,968,true
raft,crash_permanent,31,10,161,7,true,true,1.0000,1.0000,1.0000,801,true
raft,crash_permanent,31,10,178,8,true,true,1.0000,1.0000,1.0000,802,true
raft,crash_permanent,31,10,195,9,true,true,1.0000,1.0000,1.0000,800,true
raft_robust,crash_permanent,31,10,42,0,true,true,1.0000,1.0000,1.0000,968,true
raft_robust,crash_permanent,31,10,59,1,true,true,1.0000,1.0000,1.0000,804,true
raft_robust,crash_permanent,31,10,76,2,true,true,1.0000,1.0000,1.0000,856,true
raft_robust,crash_permanent,31,10,93,3,true,true,1.0000,1.0000,1.0000,811,true
raft_robust,crash_permanent,31,10,110,4,true,true,1.0000,1.0000,1.0000,952,true
raft_robust,crash_permanent,31,10,127,5,true,true,1.0000,1.0000,1.0000,743,true
raft_robust,crash_permanent,31,10,144,6,true,true,1.0000,1.0000,1.0000,968,true
raft_robust,crash_permanent,31,10,161,7,true,true,1.0000,1.0000,1.0000,801,true
raft_robust,crash_permanent,31,10,178,8,true,true,1.0000,1.0000,1.0000,802,true
